Rank,Name,Poss,Offense,Defense,Above Avg,Above Rep,off/100,Def/100,Ovr/100
1224,Shea Seals,20.9,-0.2,-0.2,-0.4,0,-1.13,-0.84,-1.96
1225,Michael Bradley,3759,-1.9,-72.3,-74,1.2,-0.05,-1.92,-1.97
1226,Randy Brown,12791.2,-325.2,73,-252,3.8,-2.54,0.57,-1.97
1227,Oleksiy Pecherov,2041,-12.2,-27.9,-40.3,0.5,-0.6,-1.37,-1.97
1228,Samardo Samuels,3299,-72.2,7.3,-65.2,0.8,-2.19,0.22,-1.98
1229,Devin Brown,17484.5,-283.6,-61.1,-345.9,3.8,-1.62,-0.35,-1.98
1230,Zan Tabak,4104.4,-81.6,0.2,-81.2,0.9,-1.99,0.01,-1.98
1231,John Crotty,7294.1,-111.9,-33.6,-144.5,1.4,-1.53,-0.46,-1.98
1232,Cedric Henderson,12239,-151,-89.7,-242.6,2.2,-1.23,-0.73,-1.98
1233,Luke Jackson,1386.5,-19.5,-8.4,-27.6,0.2,-1.41,-0.6,-1.99
1234,Darren Collison,23196,-80.5,-371.7,-462.1,1.8,-0.35,-1.6,-1.99
1235,Rasual Butler,29458,-595,9.6,-589.1,0,-2.02,0.03,-2
1236,Trey Gilder,11.5,-0.1,-0.1,-0.2,0,-1.25,-0.86,-2
1237,Mike Hall,24.5,-0.3,-0.2,-0.5,0,-1.02,-0.98,-2
1238,Ivan McFarlin,79,-0.7,-0.8,-1.6,0,-0.91,-0.99,-2
1239,Eric Dawson,80.5,-0.8,-0.8,-1.6,0,-0.99,-1.01,-2
1240,Isaac Fontaine,143,-1.3,-1.6,-2.9,0,-0.91,-1.09,-2
1241,Carldell Johnson,208.5,-2.3,-1.8,-4.2,0,-1.12,-0.88,-2
1242,Jerome Jordan,223.5,-2,-2.4,-4.5,0,-0.91,-1.09,-2
1243,James Augustine,303,-3.3,-2.7,-6.1,0,-1.1,-0.9,-2
1244,Mustafa Shakur,307.5,-4,-2.1,-6.2,0,-1.31,-0.7,-2
1245,Mike Taylor,1462.5,-16,-13.2,-29.3,0,-1.1,-0.9,-2
1246,Rodney Carney,8985,-142.5,-34.7,-180.4,-0.7,-1.59,-0.39,-2.01
1247,Quincy Acy,2861,2.6,-60.1,-57.5,-0.3,0.09,-2.1,-2.01
1248,Trenton Hassell,31438.5,-531.1,-100.6,-632.5,-3.8,-1.69,-0.32,-2.01
1249,Miles Plumlee,6065,-91.3,-31,-122.3,-1,-1.51,-0.51,-2.02
1250,Tim Young,292.2,-2.7,-3.2,-5.9,-0.1,-0.93,-1.1,-2.02
1251,Lionel Simmons,1032.8,-10,-10.9,-20.9,-0.2,-0.97,-1.06,-2.02
1252,Travis Diener,5321,-22,-83.5,-107.5,-1.1,-0.41,-1.57,-2.02
1253,Salim Stoudamire,5173.5,-56.2,-46.7,-104.7,-1.2,-1.09,-0.9,-2.02
1254,Hassan Adams,1074.5,-28.9,7.6,-21.8,-0.3,-2.69,0.71,-2.03
1255,Lance Thomas,2457.5,-40.1,-10,-50.2,-1,-1.63,-0.41,-2.04
1256,Rawle Marshall,1172.5,-26.9,2.9,-23.9,-0.5,-2.29,0.25,-2.04
1257,Reggie Williams,7206.4,-8.4,-136,-147.7,-3.5,-0.12,-1.89,-2.05
1258,Dexter Pittman,678,-11.9,-1.4,-13.9,-0.3,-1.76,-0.2,-2.05
1259,Carl Herrera,5003.5,-113.3,10.6,-102.7,-2.6,-2.26,0.21,-2.05
1260,James Singleton,6236,-100.5,-25,-127.9,-3.2,-1.61,-0.4,-2.05
1261,Hanno Mottola,4548,-53.3,-40.3,-93.6,-2.6,-1.17,-0.89,-2.06
1262,Troy Murphy,39266.5,-268.5,-539.7,-808.4,-23,-0.68,-1.37,-2.06
1263,Chris Copeland,1645,-11.7,-22.4,-34.1,-1.2,-0.71,-1.36,-2.07
1264,Greg Stiemsma,6112.5,-171.2,44.5,-126.9,-4.7,-2.8,0.73,-2.08
1265,Hasheem Thabeet,4395.5,-70.6,-21.7,-91.3,-3.4,-1.61,-0.49,-2.08
1266,Cole Aldrich,1822,-22.4,-15.2,-37.9,-1.4,-1.23,-0.83,-2.08
1267,Joe Alexander,1471,-11.6,-17.6,-30.6,-1.2,-0.79,-1.2,-2.08
1268,Sam Jacobson,1541,1.4,-33.7,-32.1,-1.3,0.09,-2.18,-2.08
1269,James Cotton,209.3,-2.2,-2.2,-4.4,-0.2,-1.04,-1.04,-2.09
1270,Mark Blount,27408,-541.1,-24.1,-572.3,-24.2,-1.97,-0.09,-2.09
1271,Lawrence Funderburke,9669.8,-38.5,-164.5,-202.6,-9.2,-0.4,-1.7,-2.09
1272,Jeff McInnis,30096.8,-46.9,-578.9,-631.3,-29.4,-0.16,-1.92,-2.1
1273,Walter Sharpe,39.5,-0.4,-0.4,-0.8,0,-1.06,-0.93,-2.1
1274,Derrick Byars,73,-0.7,-0.8,-1.5,-0.1,-0.9,-1.1,-2.1
1275,Kosta Perovic,78,-1.2,-0.5,-1.6,-0.1,-1.52,-0.59,-2.1
1276,Isaiah Canaan,131,-1.7,-1,-2.8,-0.1,-1.3,-0.8,-2.1
1277,Ognjen Kuzmic,238,-3.3,-1.7,-5,-0.2,-1.4,-0.7,-2.1
1278,Cody Zeller,4115,-65.8,-20.6,-86.4,-4.1,-1.6,-0.5,-2.1
1279,Jerryd Bayless,15551.5,-54.6,-271.1,-326.7,-15.7,-0.35,-1.74,-2.1
1280,Randy Foye,31367.5,-317.2,-338.9,-660.9,-33.6,-1.01,-1.08,-2.11
1281,Devin Ebanks,1627,-18.4,-14.9,-34.3,-1.8,-1.13,-0.91,-2.11
1282,Wayne Turner,82,-1.1,-0.6,-1.7,-0.1,-1.39,-0.74,-2.13
1283,Marcus Banks,11015,-171.8,-61.5,-234.7,-14.4,-1.56,-0.56,-2.13
1284,Brandon Jennings,27793.5,-166.4,-426.7,-592.2,-36.3,-0.6,-1.54,-2.13
1285,Chris Wright,377,-4.9,-3.1,-8,-0.5,-1.31,-0.82,-2.13
1286,Marcus Williams,6112,-111.8,-18.4,-130.4,-8.2,-1.83,-0.3,-2.13
1287,Terrence Ross,7923,-10.9,-158.2,-169.2,-10.7,-0.14,-2,-2.13
1288,Bob McCann,11.4,-0.1,-0.1,-0.2,0,-1.13,-1.01,-2.14
1289,Michael Olowokandi,25055.9,-693.7,156.1,-537.3,-36.2,-2.77,0.62,-2.14
1290,Rex Walters,4279.5,-51.3,-40.3,-91.8,-6.2,-1.2,-0.94,-2.14
1291,Marlon Garnett,416.1,-12.2,3.2,-8.9,-0.6,-2.93,0.78,-2.15
1292,Chris Anstey,4191.4,-78.9,-11.3,-90.2,-6.4,-1.88,-0.27,-2.15
1293,Wayne Simien,968.5,-22.9,1.3,-20.8,-1.5,-2.36,0.13,-2.15
1294,Jiri Welsch,9187.5,-99.7,-98.5,-197.8,-14.1,-1.08,-1.07,-2.15
1295,Chris Crawford,7900.5,-69.9,-100.4,-170.2,-12.1,-0.88,-1.27,-2.15
1296,Kareem Rush,12301.5,-108.7,-150.7,-265,-18.9,-0.88,-1.23,-2.15
1297,Shelden Williams,10686,-227.7,-4.1,-230.9,-17.2,-2.13,-0.04,-2.16
1298,Nazr Mohammed,31637.4,-601.3,-87.8,-688.8,-56,-1.9,-0.28,-2.18
1299,Andre Brown,1155,-19.1,-6.1,-25.2,-2.1,-1.65,-0.53,-2.18
1300,Jonathan Bender,7950.4,-120.3,-59.5,-173.3,-14.2,-1.51,-0.75,-2.18
1301,Cory Carr,1191,-25.8,-0.1,-26,-2.1,-2.17,-0.01,-2.18
1302,Manny Harris,3349,-49.1,-24,-73.2,-6.2,-1.47,-0.72,-2.18
1303,Awvee Storey,777.5,-8,-9.1,-17.1,-1.5,-1.02,-1.18,-2.2
1304,Zendon Hamilton,2927.5,-7.5,-55.7,-64.4,-5.9,-0.26,-1.9,-2.2
1305,Keith Langford,17,-0.2,-0.2,-0.4,0,-1.2,-1,-2.2
1306,Guillermo Diaz,34,-0.3,-0.4,-0.7,-0.1,-0.93,-1.16,-2.2
1307,Taylor Griffin,63,-0.7,-0.7,-1.4,-0.1,-1.07,-1.13,-2.2
1308,Adonis Thomas,90,-1.5,-0.5,-2,-0.2,-1.7,-0.5,-2.2
1309,Boniface N'Dong,283,-1.4,-4.8,-6.2,-0.6,-0.5,-1.71,-2.2
1310,Gorgui Dieng,993,-21.8,0,-21.8,-2,-2.2,0,-2.2
1311,Victor Oladipo,7514,-225.4,67.6,-165.3,-15,-3,0.9,-2.2
1312,Keith Closs,3360.9,-14.5,-59.7,-74.2,-6.9,-0.43,-1.78,-2.21
1313,Tony Massenburg,16362,-138.7,-222.8,-361.6,-34.3,-0.85,-1.36,-2.21
1314,Etdrick Bohannon,301,-4.2,-2.4,-6.7,-0.6,-1.41,-0.8,-2.21
1315,Craig Smith,12908.5,-233.5,-48.8,-286,-27.8,-1.81,-0.38,-2.22
1316,Randell Jackson,539.4,-6.5,-5.4,-12,-1.2,-1.21,-1,-2.22
1317,Ryan Hollins,11051.5,-239.6,-5.3,-244.9,-23.9,-2.17,-0.05,-2.22
1318,Brandon Knight,14261.5,-283.2,-33.9,-317.1,-31.8,-1.99,-0.24,-2.22
1319,Sean Marks,4412.8,-82.5,-13.8,-98.3,-10,-1.87,-0.31,-2.23
1320,Orien Greene,2972,-88,22.4,-66.4,-6.9,-2.96,0.75,-2.23
1321,Jeff Ayres,4709,-50.3,-54.9,-105.3,-11.1,-1.07,-1.17,-2.24
1322,Derrick Brown,4787.5,-69.1,-38,-107.2,-11.4,-1.44,-0.79,-2.24
1323,Michael McDonald,7.5,-0.1,-0.1,-0.2,0,-1.25,-0.99,-2.24
1324,Henry James,2198.7,22,-71.3,-49.3,-5.3,1,-3.24,-2.24
1325,Tyronn Lue,23859.5,-73.6,-463.9,-535.6,-58.4,-0.31,-1.94,-2.24
1326,Willie Green,27594,-448.2,-165.1,-620.6,-68.7,-1.62,-0.6,-2.25
1327,Trey Johnson,338.5,-4.7,-2.9,-7.6,-0.8,-1.4,-0.85,-2.25
1328,Jason Hart,10274.5,-196.3,-35.4,-232,-26.5,-1.91,-0.34,-2.26
1329,Stojko Vrankovic,3495.9,-36.7,-42.3,-79.2,-9.2,-1.05,-1.21,-2.26
1330,Rodney White,6528.5,-139.9,-12.9,-147.9,-17.3,-2.14,-0.2,-2.27
1331,David Wingate,3537.9,-44.6,-35.7,-80.2,-9.5,-1.26,-1.01,-2.27
1332,Spencer Hawes,27306.5,-325.6,-289.4,-621.8,-75.7,-1.19,-1.06,-2.28
1333,Jared Cunningham,145,-2.2,-1.1,-3.3,-0.4,-1.55,-0.73,-2.28
1334,James Collins,218.7,-1.5,-3.5,-5,-0.6,-0.69,-1.6,-2.29
1335,J.R. Bremer,3897,-22.8,-67.4,-89.4,-11.5,-0.59,-1.73,-2.29
1336,Garret Siler,207.5,-1.7,-3.1,-4.8,-0.6,-0.8,-1.5,-2.3
1337,Gani Lawal,3,0,0,-0.1,0,-1.2,-1.1,-2.3
1338,Roger Powell,23.5,-0.2,-0.3,-0.5,-0.1,-1.02,-1.17,-2.3
1339,Xavier Silas,77.5,-1,-0.8,-1.8,-0.2,-1.31,-0.99,-2.3
1340,Brian Oliver,125.5,-1.4,-1.5,-2.9,-0.4,-1.11,-1.19,-2.3
1341,Damir Markota,319,-2.6,-4.7,-7.3,-1,-0.82,-1.47,-2.3
1342,JaJuan Johnson,552,-11.6,-1.1,-12.7,-1.7,-2.1,-0.2,-2.3
1343,Eugene Jeter,1743,-29.7,-10.4,-40.1,-5.2,-1.71,-0.6,-2.3
1344,Travis Williams,856.7,-2.9,-16.9,-19.8,-2.7,-0.34,-1.97,-2.31
1345,Aaron Brooks,19423.5,22.2,-472,-449.6,-61.1,0.11,-2.43,-2.31
1346,E'Twaun Moore,7984,-215.8,26.3,-185.1,-25.4,-2.7,0.33,-2.32
1347,Robert Sacre,3116,-35.3,-39.6,-72.3,-9.9,-1.13,-1.27,-2.32
1348,Austin Daye,6812.5,-97.5,-60,-158.5,-22.3,-1.43,-0.88,-2.33
1349,Alton Ford,984,-7.4,-15.6,-23,-3.3,-0.75,-1.58,-2.34
1350,Marcus Fizer,11410,-98.5,-166.6,-266.7,-38.5,-0.86,-1.46,-2.34
1351,Ed Pinckney,511.4,-3,-9,-12,-1.7,-0.58,-1.76,-2.34
1352,B.J. Armstrong,5652.8,-53,-79.9,-132.8,-19.7,-0.94,-1.41,-2.35
1353,Kelenna Azubuike,10369,-189.4,-53.1,-243.9,-36.5,-1.83,-0.51,-2.35
1354,Tyler Honeycutt,247.5,-3,-2.8,-5.8,-0.9,-1.21,-1.15,-2.36
1355,Pete Chilcutt,6604.1,0.4,-156.1,-155.8,-23.7,0.01,-2.36,-2.36
1356,Derek Grimm,79.9,-0.6,-1.3,-1.9,-0.3,-0.74,-1.61,-2.36
1357,Dontae' Jones,192,-2.4,-2.2,-4.5,-0.7,-1.23,-1.13,-2.36
1358,Chris Morris,4685.1,-87.2,-23.4,-110.6,-16.9,-1.86,-0.5,-2.36
1359,Malcolm Lee,1032.5,-18.3,-5.6,-24.4,-3.7,-1.78,-0.54,-2.36
1360,Orlando Johnson,2391,-50.6,-6.1,-56.6,-8.8,-2.12,-0.25,-2.37
1361,Daniel Orton,1466.5,-32,-2.8,-34.7,-5.4,-2.18,-0.19,-2.37
1362,Darrell Arthur,11965.5,-335.6,55.4,-284,-44.7,-2.8,0.46,-2.37
1363,DaJuan Summers,1541,-30.3,-5.9,-36.6,-5.8,-1.97,-0.38,-2.38
1364,Dajuan Wagner,4246,-34.1,-66.9,-101.1,-16.2,-0.8,-1.58,-2.38
1365,Anthony Randolph,8202,-129.4,-63.5,-195.4,-31.3,-1.58,-0.77,-2.38
1366,Jarrett Jack,38272,-612.6,-298.7,-914.1,-148.7,-1.6,-0.78,-2.39
1367,Keith Booth,867,-15.1,-5.6,-20.7,-3.4,-1.74,-0.65,-2.39
1368,Tyler Hansbrough,12302.5,-234.5,-60.6,-295.1,-49.1,-1.91,-0.49,-2.4
1369,Edwin Ubiles,91.5,-1.4,-0.8,-2.2,-0.4,-1.51,-0.9,-2.4
1370,Patrick Ewing Jr.,37,-0.5,-0.4,-0.9,-0.1,-1.26,-1.14,-2.4
1371,Dennis Horner,42,-0.3,-0.7,-1,-0.2,-0.8,-1.6,-2.4
1372,Andreas Glyniadakis,153,-2.3,-1.4,-3.7,-0.6,-1.5,-0.9,-2.4
1373,Darius Washington,288.5,-2,-4.9,-6.9,-1.2,-0.69,-1.71,-2.4
1374,Juan Carlos Navarro,4239.5,8.5,-110,-101.7,-17,0.2,-2.59,-2.4
1375,Earl Barron,3376.5,-57.3,-23.6,-81.1,-13.6,-1.7,-0.7,-2.4
1376,Tyler Zeller,6258,-125.4,-25.2,-150.6,-25.4,-2,-0.4,-2.41
1377,Mario Bennett,811.8,0.9,-20.5,-19.5,-3.3,0.12,-2.52,-2.41
1378,Carlos Rogers,7070.9,-132.9,-37.8,-170.7,-29.3,-1.88,-0.53,-2.41
1379,Luke Babbitt,3216,-41.9,-35.7,-77.6,-13.3,-1.3,-1.11,-2.41
1380,Justin Dentmon,176.5,-2.3,-1.8,-4.3,-0.7,-1.32,-1.01,-2.42
1381,MarcusE Williams,75.5,-0.9,-0.9,-1.8,-0.3,-1.25,-1.16,-2.43
1382,Royal Ivey,11797,-189.7,-95.9,-286.3,-50.3,-1.61,-0.81,-2.43
1383,DeMarco Johnson,67.8,-1,-0.7,-1.6,-0.3,-1.44,-0.99,-2.43
1384,Michael Cage,5250.4,-140.1,12.6,-127.7,-22.7,-2.67,0.24,-2.43
1385,Duane Causwell,3184.1,-56.3,-21.3,-77.6,-13.9,-1.77,-0.67,-2.44
1386,Ishmael Smith,5046.5,-148.2,29.1,-122.9,-22,-2.94,0.58,-2.44
1387,Justin Williams,895.5,-5.9,-16,-21.9,-3.9,-0.66,-1.78,-2.44
1388,Harrison Barnes,10158,-220.8,-27.1,-247.9,-44.8,-2.17,-0.27,-2.44
1389,John Wallace,12147.5,-115.1,-183,-297.3,-54.4,-0.95,-1.51,-2.45
1390,God Shammgod,315.6,-4.2,-3.6,-7.7,-1.4,-1.32,-1.13,-2.45
1391,Robert Pack,10759,-166.9,-99.3,-263.7,-48.5,-1.55,-0.92,-2.45
1392,Kevin Jones,373,-3.8,-5.3,-9.2,-1.7,-1.02,-1.43,-2.45
1393,Javaris Crittenton,3572.5,-36.7,-51.2,-87.8,-16.3,-1.03,-1.43,-2.46
1394,LaPhonso Ellis,20704.6,-67.1,-437.5,-508.8,-94.7,-0.32,-2.11,-2.46
1395,Tyreke Evans,22450.5,-296.1,-253.3,-552,-103,-1.32,-1.13,-2.46
1396,Gabe Pruitt,880.5,-17.8,-3.9,-21.7,-4.1,-2.02,-0.44,-2.46
1397,Yi Jianlian,11425.5,-231.5,-49.9,-281.4,-52.9,-2.03,-0.44,-2.46
1398,Tony Mitchell,196,-3.5,-1.3,-4.8,-0.9,-1.8,-0.67,-2.47
1399,Terrence Williams,5278,-97,-33.7,-130.6,-25,-1.84,-0.64,-2.47
1400,John Edwards,809,-8.7,-11.3,-20.1,-3.9,-1.08,-1.4,-2.48
1401,Dickey Simpkins,7670.7,-160,-30.2,-190.2,-36.8,-2.09,-0.39,-2.48
1402,Michael Beasley,20867,-347.5,-165.3,-517.4,-100.1,-1.67,-0.79,-2.48
1403,Jamel Thomas,204,-3.1,-2,-5.1,-1,-1.51,-0.98,-2.48
1404,Mile Ilic,9.5,-0.1,-0.1,-0.2,0,-1.09,-1.39,-2.5
1405,Oliver Lafayette,39.5,-0.5,-0.5,-1,-0.2,-1.22,-1.28,-2.5
1406,Cedric Jackson,150.5,-2.4,-1.4,-3.8,-0.8,-1.57,-0.91,-2.5
1407,Kasib Powell,536,-11.3,-2.1,-13.4,-2.7,-2.1,-0.4,-2.5
1408,Gal Mekel,1127,-13.5,-14.7,-28.2,-5.6,-1.2,-1.3,-2.5
1409,Andy Rautins,46.5,-0.6,-0.5,-1.2,-0.2,-1.38,-1.11,-2.5
1410,Coby Karl,384.5,-5.5,-3.9,-9.6,-1.9,-1.43,-1.03,-2.5
1411,Nikoloz Tskitishvili,3753.5,-67.8,-26,-93.9,-18.8,-1.81,-0.69,-2.5
1412,Christian Eyenga,2048,-35.4,-16,-51.4,-10.4,-1.73,-0.78,-2.51
1413,Willie Burton,848.8,-12.3,-8.9,-21.3,-4.3,-1.45,-1.05,-2.51
1414,Tobias Harris,7909.5,-114.6,-84,-198.6,-40.4,-1.45,-1.06,-2.51
1415,Ike Diogu,5410,-113.6,-22,-136.2,-28,-2.1,-0.41,-2.52
1416,D.J. Augustin,21233.5,-140.7,-383.4,-534.6,-110,-0.66,-1.81,-2.52
1417,Mirza Teletovic,4654,-20,-97.2,-117.2,-24.1,-0.43,-2.09,-2.52
1418,Terrence Jones,6244,-27.5,-130.2,-157.8,-32.9,-0.44,-2.09,-2.53
1419,Sundiata Gaines,2490.5,-32.9,-28.3,-63.3,-13.5,-1.32,-1.14,-2.54
1420,Justin Reed,2778,-42.8,-26.3,-70.9,-15.4,-1.54,-0.95,-2.55
1421,Armen Gilliam,11028.4,-176.8,-104.7,-281.6,-61,-1.6,-0.95,-2.55
1422,Will Bynum,13324,-107.1,-230.7,-340.7,-74.3,-0.8,-1.73,-2.56
1423,Demetris Nichols,114.5,-1.6,-1.3,-2.9,-0.6,-1.4,-1.09,-2.56
1424,Darryl Watkins,313,-4.3,-3.8,-8,-1.8,-1.36,-1.2,-2.57
1425,Donny Marshall,1344.2,-18.8,-15.7,-34.5,-7.6,-1.4,-1.17,-2.57
1426,Mike Penberthy,1660.5,-6.6,-36,-42.7,-9.5,-0.4,-2.17,-2.57
1427,Brett Szabo,1394.7,-27.1,-8.9,-35.8,-7.9,-1.94,-0.64,-2.57
1428,Sergio Rodriguez,7115,-126.6,-54.9,-182.9,-40.6,-1.78,-0.77,-2.57
1429,Drew Gooden,37545,-444,-517.4,-966.8,-215.9,-1.18,-1.38,-2.58
1430,Hilton Armstrong,6527.5,-160.6,-5.6,-168.1,-37.6,-2.46,-0.09,-2.58
1431,Ed Stokes,36.9,-0.5,-0.5,-1,-0.2,-1.25,-1.33,-2.58
1432,Roko Ukic,1916,-50.8,1.2,-49.5,-11.2,-2.65,0.06,-2.59
1433,Jelani McCoy,7346.3,-156.4,-31.1,-190.1,-43.2,-2.13,-0.42,-2.59
1434,Mike Scott,4644,-5.2,-115,-120.2,-27.3,-0.11,-2.48,-2.59
1435,Howard Eisley,29713.3,-321.9,-445.1,-770.1,-175.8,-1.08,-1.5,-2.59
1436,Jeff Green,30201.5,-355.6,-435.3,-782.8,-178.8,-1.18,-1.44,-2.59
1437,Travis Leslie,87.5,-1.3,-1,-2.3,-0.5,-1.51,-1.09,-2.6
1438,Sherron Collins,119,-1.3,-1.7,-3.1,-0.7,-1.11,-1.39,-2.6
1439,Efthimi Rentzias,279.5,-2.8,-4.4,-7.3,-1.7,-1.02,-1.57,-2.6
1440,Will Blalock,297.5,-6.8,-0.9,-7.7,-1.8,-2.3,-0.3,-2.6
1441,Demarcus Nelson,362,-7.6,-1.8,-9.4,-2.2,-2.11,-0.5,-2.6
1442,Mickell Gladness,499,-7.9,-5,-13,-3,-1.58,-1.01,-2.6
1443,Vassilis Spanoulis,519,-13.9,0.5,-13.5,-3.1,-2.68,0.1,-2.6
1444,Giannis Antetokounmpo,5164,-36.1,-103.3,-134.3,-31,-0.7,-2,-2.6
1445,D.J. Kennedy,109,-1.3,-1.5,-2.8,-0.7,-1.2,-1.4,-2.6
1446,Michael Carter-Williams,6961,-146.2,-41.8,-181,-41.8,-2.1,-0.6,-2.6
1447,Anthony Roberson,1184,-22.6,-8.4,-30.8,-7.1,-1.91,-0.71,-2.6
1448,Joe Kleine,3214.7,-62.7,-21.4,-84,-19.7,-1.95,-0.66,-2.61
1449,Courtney Alexander,7780.5,-106.7,-94.1,-203.5,-47.8,-1.37,-1.21,-2.61
1450,Toby Bailey,1445.9,-23.2,-14.7,-37.8,-8.9,-1.6,-1.01,-2.61
1451,DeShawn Stevenson,35956,-320.2,-611.2,-941.4,-222.3,-0.89,-1.7,-2.62
1452,Dahntay Jones,19195.5,-377,-133.2,-508.2,-124.3,-1.96,-0.69,-2.65
1453,Spud Webb,64.9,-0.9,-0.8,-1.7,-0.4,-1.38,-1.27,-2.65
1454,Kiwane Garris,498.1,-6.5,-6.7,-13.2,-3.2,-1.3,-1.35,-2.65
1455,Primoz Brezec,11954,-234.3,-82.2,-317.2,-78.1,-1.96,-0.69,-2.65
1456,Kevin Willis,23570.6,-425.2,-203.9,-627.3,-155.9,-1.8,-0.86,-2.66
1457,Dominique Wilkins,4150.6,30.2,-141.3,-110.7,-27.7,0.73,-3.4,-2.67
1458,Jared Reiner,754.5,-6.6,-13.6,-20.1,-5,-0.87,-1.8,-2.67
1459,Bernard James,1425,-23,-15.1,-38.1,-9.6,-1.61,-1.06,-2.67
1460,Marcus Vinicius,332.5,-3.4,-5.5,-8.9,-2.2,-1.03,-1.64,-2.68
1461,Gary Neal,11457,48.7,-353.9,-307.5,-78.4,0.42,-3.09,-2.68
1462,Sonny Weems,5560.5,-49,-100.7,-149.4,-38.2,-0.88,-1.81,-2.69
1463,George Zidek,892.9,-7.5,-16.5,-24,-6.2,-0.84,-1.84,-2.69
1464,Adam Morrison,6285,-149.4,-20.9,-169.4,-43.7,-2.38,-0.33,-2.69
1465,Mark Strickland,6724.7,-70.4,-109.4,-181.3,-46.8,-1.05,-1.63,-2.7
1466,Justin Harper,168.5,-2.6,-2,-4.5,-1.2,-1.51,-1.19,-2.7
1467,Marcus Cousin,39.5,-0.6,-0.5,-1.1,-0.3,-1.42,-1.28,-2.7
1468,Sean Singletary,555.5,-12,-2.8,-15,-3.9,-2.16,-0.51,-2.7
1469,Khalid El-Amin,1748.5,-24.6,-22.6,-47.2,-12.2,-1.41,-1.29,-2.7
1470,Henry Sims,1262,-32.7,-1.4,-34.1,-8.9,-2.59,-0.11,-2.7
1471,Jason Collier,4113.5,-77.5,-33.1,-111.2,-29,-1.88,-0.8,-2.7
1472,Brandon Rush,16961.5,-279.5,-175.7,-460.2,-120.9,-1.65,-1.04,-2.71
1473,Loren Meyer,1564.6,-46,3.6,-42.5,-11.2,-2.94,0.23,-2.72
1474,Derrick Williams,11302,-227.1,-81.7,-308.8,-82.8,-2.01,-0.72,-2.73
1475,Mouhamed Sene,506,-8,-5.5,-13.9,-3.8,-1.57,-1.09,-2.74
1476,Jan Vesely,5008,-123.9,-13.6,-137.5,-37.3,-2.47,-0.27,-2.75
1477,Will Conroy,201,-3.1,-2.5,-5.6,-1.5,-1.53,-1.23,-2.76
1478,Gary Forbes,2950.5,-33.7,-46.4,-81.6,-22.6,-1.14,-1.57,-2.77
1479,Frank Brickowski,509,-11.1,-3,-14.1,-3.9,-2.19,-0.58,-2.77
1480,JaVale McGee,14522.5,-138.6,-263.9,-402.4,-111.9,-0.95,-1.82,-2.77
1481,J.R. Giddens,479.5,-7.9,-5.3,-13.3,-3.7,-1.65,-1.11,-2.78
1482,Bradley Beal,10101,-226.7,-53.8,-280.5,-78.5,-2.24,-0.53,-2.78
1483,Andrea Bargnani,30391,-30.1,-809.9,-849.3,-241.5,-0.1,-2.67,-2.79
1484,Sharone Wright,1985.4,-66.5,11,-55.5,-15.8,-3.35,0.55,-2.8
1485,Uros Slokar,146.5,-2.7,-1.5,-4.1,-1.2,-1.82,-0.99,-2.8
1486,Antoine Rigaudeau,169,-3,-1.7,-4.7,-1.4,-1.79,-1.01,-2.8
1487,Quincy Miller,1742,-17.6,-31.2,-48.8,-14,-1.01,-1.79,-2.8
1488,Festus Ezeli,1959,-51.3,-3.6,-54.9,-15.7,-2.62,-0.18,-2.8
1489,Victor Claver,1357,-24,-14.2,-38.2,-11.1,-1.77,-1.05,-2.81
1490,Luke Harangody,1648,-27.9,-18.6,-46.5,-13.5,-1.69,-1.13,-2.82
1491,Acie Law,4710,-87,-44.5,-132.9,-38.7,-1.85,-0.94,-2.82
1492,Jacque Vaughn,25067.2,-435.7,-269.1,-708.3,-207,-1.74,-1.07,-2.83
1493,Wesley Johnson,15688.5,-298.4,-134.9,-443.6,-129.8,-1.9,-0.86,-2.83
1494,Sean Williams,3782.5,-77.6,-28.5,-107,-31.4,-2.05,-0.75,-2.83
1495,Earl Boykins,25792.4,-137.4,-587.3,-730.7,-214.9,-0.53,-2.28,-2.83
1496,Anthony Bowie,472.3,-4.8,-8.6,-13.4,-4,-1.02,-1.82,-2.84
1497,Josh Selby,580.5,-9.9,-6.6,-16.5,-4.9,-1.7,-1.14,-2.84
1498,Roy Rogers,4452.2,-22,-105,-127,-37.9,-0.49,-2.36,-2.85
1499,Nolan Smith,1563,-26.2,-17.5,-44.7,-13.5,-1.67,-1.12,-2.86
1500,Corey Benjamin,4158.5,-57.9,-61.4,-119.2,-36.1,-1.39,-1.48,-2.87
1501,Shannon Brown,15338.5,-305.5,-133.6,-442.4,-135.6,-1.99,-0.87,-2.88
1502,Cory Higgins,848.5,-19.2,-5.3,-24.6,-7.6,-2.27,-0.63,-2.9
1503,Andrew Goudelock,777,-10.9,-11.6,-22.5,-7,-1.4,-1.5,-2.9
1504,Derek Hood,9.9,-0.1,-0.2,-0.3,-0.1,-1.25,-1.65,-2.9
1505,Lance Allred,15.5,-0.2,-0.2,-0.4,-0.1,-1.45,-1.45,-2.9
1506,Sun Yue,59.5,-0.8,-1,-1.7,-0.5,-1.29,-1.61,-2.9
1507,Nemanja Nedovic,521,-8.3,-7.3,-15.1,-4.7,-1.6,-1.4,-2.9
1508,Vitor Faverani,1854,-46.4,-5.6,-53.8,-16.7,-2.5,-0.3,-2.9
