name,hgt,stre,spd,jmp,endu,ins,dnk,ft,fg,tp,diq,oiq,drb,pss,reb,ovr,new_ovr,diff,hgt_auto,stre_auto,spd_auto,jmp_auto,endu_auto,ins_auto,dnk_auto,ft_auto,fg_auto,tp_auto,diq_auto,oiq_auto,drb_auto,pss_auto,reb_auto,ovr_auto,new_ovr_auto,diff_auto,AUTOdiff
KZ Okpala,52,20,63,64,23,47,72,52,34,39,34,49,30,22,38,43.02568,45.77783308723132,2.7521530872313207,52,20,63,64,23,47,72,52,34,39,34,49,30,22,38,43.02568,45.77783308723132,2.7521530872313207,0.0
Kadeem Allen,26,28,56,49,40,22,76,50,50,72,14,53,43,38,24,40.247479999999996,42.26514852272497,2.017668522724975,26,28,56,49,40,22,76,50,50,72,14,53,43,38,24,40.247479999999996,42.26514852272497,2.017668522724975,0.0
Kahlil Whitney,52,48,44,47,33,41,42,22,45,45,42,37,43,14,44,41.64228,41.37173056000943,-0.27054943999056746,52,48,44,47,33,41,42,22,45,45,42,37,43,14,44,41.64228,41.37173056000943,-0.27054943999056746,0.0
Kai Jones,61,28,57,64,27,43,49,34,54,34,37,39,43,34,34,43.97628,45.46210333929935,1.485823339299344,61,28,57,64,27,43,49,34,54,34,37,39,43,34,34,43.97628,45.46210333929935,1.485823339299344,0.0
Kalin Lucas,26,8,68,42,38,38,41,67,62,60,11,40,72,74,15,40.12588,43.65562111655147,3.5297411165514703,26,8,68,42,38,38,41,67,62,60,11,40,72,74,15,40.12588,43.65562111655147,3.5297411165514703,0.0
Karim Mane,37,45,54,54,38,35,60,52,63,50,34,40,57,51,32,44.64238,45.06367357287712,0.42129357287711855,37,45,54,54,38,35,60,52,63,50,34,40,57,51,32,44.64238,45.06367357287712,0.42129357287711855,0.0
Karl-Anthony Towns,70,60,66,57,83,87,92,67,68,62,36,64,65,46,96,62.63448,63.05594432237992,0.4214643223799186,70,60,66,57,83,87,92,67,68,62,36,64,65,46,96,62.63448,63.05594432237992,0.4214643223799186,0.0
Karlton Dimanche,41,32,65,45,28,14,54,45,44,32,30,45,52,54,35,42.405879999999996,44.05985414170047,1.6539741417004734,41,32,65,45,28,14,54,45,44,32,30,45,52,54,35,42.405879999999996,44.05985414170047,1.6539741417004734,0.0
Kawhi Leonard,57,77,72,69,74,83,88,62,85,56,60,69,75,52,60,67.22118,64.69070866933747,-2.530471330662536,57,77,72,69,74,83,88,62,85,56,60,69,75,52,60,67.22118,64.69070866933747,-2.530471330662536,0.0
Kay Felder,9,34,72,70,34,19,64,53,47,52,24,53,66,63,24,43.36508,46.83651777087675,3.4714377708767543,9,34,72,70,34,19,64,53,47,52,24,53,66,63,24,43.36508,46.83651777087675,3.4714377708767543,0.0
Keenan Evans,33,17,63,54,27,20,57,54,40,40,25,40,58,47,28,39.392179999999996,42.53547496560102,3.1432949656010223,33,17,63,54,27,20,57,54,40,40,25,40,58,47,28,39.392179999999996,42.53547496560102,3.1432949656010223,0.0
Keion Brooks,56,40,38,46,36,58,56,56,29,6,53,40,20,22,67,40.884280000000004,38.87508243782637,-2.0091975621736324,56,40,38,46,36,58,56,56,29,6,53,40,20,22,67,40.884280000000004,38.87508243782637,-2.0091975621736324,0.0
Keita Bates-Diop,48,58,56,60,38,43,70,55,27,49,35,47,33,35,55,46.88028,49.31080107413234,2.4305210741323435,48,58,56,60,38,43,70,55,27,49,35,47,33,35,55,46.88028,49.31080107413234,2.4305210741323435,0.0
Kelan Martin,48,53,50,50,29,41,63,55,40,40,49,44,34,35,59,45.852180000000004,45.774487875748434,-0.0776921242515698,48,53,50,50,29,41,63,55,40,40,49,44,34,35,59,45.852180000000004,45.774487875748434,-0.0776921242515698,0.0
Keldon Johnson,44,36,55,65,35,32,46,45,60,68,23,52,42,29,46,43.98568,46.26094855714259,2.2752685571425886,44,36,55,65,35,32,46,45,60,68,23,52,42,29,46,43.98568,46.26094855714259,2.2752685571425886,0.0
Kellan Grady,37,32,49,57,36,28,64,48,53,38,38,45,30,25,50,40.29408,39.78369251435033,-0.5103874856496731,37,32,49,57,36,28,64,48,53,38,38,45,30,25,50,40.29408,39.78369251435033,-0.5103874856496731,0.0
Kelly Olynyk,67,45,44,44,48,59,59,53,63,64,42,52,32,51,59,51.27778,50.07965985008651,-1.1981201499134926,67,45,44,44,48,59,59,53,63,64,42,52,32,51,59,51.27778,50.07965985008651,-1.1981201499134926,0.0
Kelly Oubre,48,56,63,68,58,56,75,68,67,66,42,62,45,40,63,55.66748,55.6905466532059,0.023066653205901844,48,56,63,68,58,56,75,68,67,66,42,62,45,40,63,55.66748,55.6905466532059,0.023066653205901844,0.0
Kemba Walker,28,59,73,85,74,67,90,64,86,75,45,73,64,49,52,60.66798,59.92411927447579,-0.7438607255242076,28,59,73,85,74,67,90,64,86,75,45,73,64,49,52,60.66798,59.92411927447579,-0.7438607255242076,0.0
Kendrick Nunn,33,50,68,66,55,65,83,50,75,67,41,54,59,62,38,53.98788,54.27403942976028,0.2861594297602821,33,50,68,66,55,65,83,50,75,67,41,54,59,62,38,53.98788,54.27403942976028,0.2861594297602821,0.0
Kendrick Perkins,62,92,26,43,43,56,55,48,34,0,60,33,12,26,80,44.17908,40.01639299044279,-4.16268700955721,62,92,26,43,43,56,55,48,34,0,60,33,12,26,80,44.17908,40.01639299044279,-4.16268700955721,0.0
Kenneth Faried,53,74,56,63,48,72,76,58,58,28,28,59,43,38,68,50.47548,50.6820532383751,0.20657323837509978,53,74,56,63,48,72,76,58,58,28,28,59,43,38,68,50.47548,50.6820532383751,0.20657323837509978,0.0
Kenny Wooten,52,44,56,68,30,51,50,15,21,0,52,36,22,28,60,41.64128,42.581396583808946,0.940116583808944,52,44,56,68,30,51,50,15,21,0,52,36,22,28,60,41.64128,42.581396583808946,0.940116583808944,0.0
Kenrich Williams,48,33,47,52,30,23,43,57,60,57,35,54,43,34,42,44.17318,43.934821214284625,-0.23835878571537705,48,33,47,52,30,23,43,57,60,57,35,54,43,34,42,44.17318,43.934821214284625,-0.23835878571537705,0.0
Kent Bazemore,41,32,61,57,53,24,62,57,85,79,50,50,42,58,20,51.87828,49.93241314430117,-1.9458668556988243,41,32,61,57,53,24,62,57,85,79,50,50,42,58,20,51.87828,49.93241314430117,-1.9458668556988243,0.0
Kentavious Caldwell-Pope,41,38,64,61,42,20,60,51,65,64,43,44,60,39,46,48.93748,49.901114713189976,0.9636347131899754,41,38,64,61,42,20,60,51,65,64,43,44,60,39,46,48.93748,49.901114713189976,0.9636347131899754,0.0
Kevin Durant,60,74,70,73,66,75,86,72,88,48,35,66,75,64,57,62.75068,62.511288637242245,-0.23939136275775752,60,74,70,73,66,75,86,72,88,48,35,66,75,64,57,62.75068,62.511288637242245,-0.23939136275775752,0.0
Kevin Hervey,52,46,50,48,37,33,57,61,37,61,32,45,38,25,24,44.387280000000004,45.467288890789746,1.0800088907897418,52,46,50,48,37,33,57,61,37,61,32,45,38,25,24,44.387280000000004,45.467288890789746,1.0800088907897418,0.0
Kevin Huerter,48,39,55,54,45,49,63,52,64,55,49,50,48,59,47,50.95578,50.07918696152231,-0.8765930384776865,48,39,55,54,45,49,63,52,64,55,49,50,48,59,47,50.95578,50.07918696152231,-0.8765930384776865,0.0
Kevin Knox,48,42,63,68,41,58,68,45,57,55,34,47,52,52,61,49.83708,52.52631667512917,2.689236675129173,48,42,63,68,41,58,68,45,57,55,34,47,52,52,61,49.83708,52.52631667512917,2.689236675129173,0.0
Kevin Love,60,70,50,73,62,83,79,72,80,64,35,41,51,59,89,55.97828,57.23242782533238,1.2541478253323817,60,70,50,73,62,83,79,72,80,64,35,41,51,59,89,55.97828,57.23242782533238,1.2541478253323817,0.0
Kevin Porter,41,35,66,65,30,37,48,33,56,40,35,38,45,38,39,42.98398,45.15129051919733,2.167310519197329,41,35,66,65,30,37,48,33,56,40,35,38,45,38,39,42.98398,45.15129051919733,2.167310519197329,0.0
Kevon Looney,56,68,55,56,40,61,70,37,55,20,49,50,42,40,71,50.39248,49.16252914727951,-1.229950852720492,56,68,55,56,40,61,70,37,55,20,49,50,42,40,71,50.39248,49.16252914727951,-1.229950852720492,0.0
Keyontae Johnson,40,35,55,51,44,43,60,30,45,40,36,42,48,45,58,43.38298,44.350597595936016,0.9676175959360123,40,35,55,51,44,43,60,30,45,40,36,42,48,45,58,43.38298,44.350597595936016,0.9676175959360123,0.0
Khalifa Diop,63,62,44,46,28,72,64,25,29,20,45,40,11,18,66,42.67348,42.34437100982925,-0.32910899017074513,63,62,44,46,28,72,64,25,29,20,45,40,11,18,66,42.67348,42.34437100982925,-0.32910899017074513,0.0
Khem Birch,57,68,38,47,38,61,65,41,42,0,55,50,20,33,77,45.51288,41.92443311496091,-3.5884468850390903,57,68,38,47,38,61,65,41,42,0,55,50,20,33,77,45.51288,41.92443311496091,-3.5884468850390903,0.0
Khris Middleton,54,62,61,48,74,72,79,70,78,67,42,65,40,67,52,59.03988,56.64124834627651,-2.398631653723484,54,62,61,48,74,72,79,70,78,67,42,65,40,67,52,59.03988,56.64124834627651,-2.398631653723484,0.0
Khristian Lander,33,30,61,52,38,38,51,61,52,50,21,45,52,64,25,42.49108,44.79719999111945,2.306119991119452,33,30,61,52,38,38,51,61,52,50,21,45,52,64,25,42.49108,44.79719999111945,2.306119991119452,0.0
Khyri Thomas,37,39,56,63,36,31,49,55,59,63,50,43,40,26,20,45.62418,45.15171244660063,-0.4724675533993761,37,39,56,63,36,31,49,55,59,63,50,43,40,26,20,45.62418,45.15171244660063,-0.4724675533993761,0.0
Killian Hayes,37,37,60,47,35,37,56,66,49,33,32,50,54,57,44,44.35858,45.15832941213682,0.7997494121368192,37,37,60,47,35,37,56,66,49,33,32,50,54,57,44,44.35858,45.15832941213682,0.7997494121368192,0.0
Killian Tillie,60,55,45,45,25,50,55,54,38,39,38,42,29,45,53,44.81458,45.559762318855505,0.7451823188555053,60,55,45,45,25,50,55,54,38,39,38,42,29,45,53,44.81458,45.559762318855505,0.7451823188555053,0.0
Kira Lewis,33,22,51,49,40,31,40,53,61,45,32,46,51,42,31,40.29448,39.86865481371466,-0.42582518628533705,33,22,51,49,40,31,40,53,61,45,32,46,51,42,31,40.29448,39.86865481371466,-0.42582518628533705,0.0
Klay Thompson,49,55,59,66,71,52,86,64,90,82,45,61,49,56,35,58.843379999999996,56.641181333432144,-2.2021986665678526,49,55,59,66,71,52,86,64,90,82,45,61,49,56,35,58.843379999999996,56.641181333432144,-2.2021986665678526,0.0
Kobe Bryant,50,69,80,85,72,79,95,65,85,50,64,77,59,42,66,67.13098,64.7403727884423,-2.3906072115576933,50,69,80,85,72,79,95,65,85,50,64,77,59,42,66,67.13098,64.7403727884423,-2.3906072115576933,0.0
Kobi Simmons,37,18,59,61,27,28,37,50,53,52,30,45,62,55,13,42.46208,44.71390455559576,2.2518245555957606,37,18,59,61,27,28,37,50,53,52,30,45,62,55,13,42.46208,44.71390455559576,2.2518245555957606,0.0
Kosta Koufos,68,69,38,40,47,72,69,0,40,0,53,60,37,55,79,50.35518,46.549438973098155,-3.805741026901842,68,69,38,40,47,72,69,0,40,0,53,60,37,55,79,50.35518,46.549438973098155,-3.805741026901842,0.0
Kostas Antetokounmpo,60,26,56,49,21,28,32,62,42,44,40,32,33,34,34,41.84708,43.72357456799554,1.8764945679955432,60,26,56,49,21,28,32,62,42,44,40,32,33,34,34,41.84708,43.72357456799554,1.8764945679955432,0.0
Kris Dunn,35,42,70,72,40,31,69,23,60,43,64,48,51,59,49,52.332679999999996,51.959170171466596,-0.3735098285334004,35,42,70,72,40,31,69,23,60,43,64,48,51,59,49,52.332679999999996,51.959170171466596,-0.3735098285334004,0.0
Kris Wilkes,52,36,56,54,30,60,55,27,41,40,45,42,35,32,42,44.42848,45.256387500390595,0.8279075003905945,52,36,56,54,30,60,55,27,41,40,45,42,35,32,42,44.42848,45.256387500390595,0.8279075003905945,0.0
Kristaps Porzingis,80,70,57,46,63,77,80,57,60,57,45,60,60,41,71,60.99928,60.10423026451786,-0.8950497354821394,80,70,57,46,63,77,80,57,60,57,45,60,60,41,71,60.99928,60.10423026451786,-0.8950497354821394,0.0
Ky Bowman,26,29,53,49,33,31,56,71,52,40,39,45,48,55,39,41.58618,41.480713193122476,-0.10546680687752286,26,29,53,49,33,31,56,71,52,40,39,45,48,55,39,41.58618,41.480713193122476,-0.10546680687752286,0.0
Kyle Alexander,60,50,45,61,30,65,60,53,31,10,53,35,30,20,68,43.80748,43.78918707770627,-0.0182929222937247,60,50,45,61,30,65,60,53,31,10,53,35,30,20,68,43.80748,43.78918707770627,-0.0182929222937247,0.0
Kyle Anderson,56,38,36,31,44,48,57,43,55,46,63,52,65,56,64,50.94648,47.23320260141525,-3.7132773985847507,56,38,36,31,44,48,57,43,55,46,63,52,65,56,64,50.94648,47.23320260141525,-3.7132773985847507,0.0
Kyle Collinsworth,48,18,61,46,38,20,42,62,27,61,28,42,64,66,25,45.26828,49.111059371397744,3.8427793713977465,48,18,61,46,38,20,42,62,27,61,28,42,64,66,25,45.26828,49.111059371397744,3.8427793713977465,0.0
Kyle Guy,29,20,43,44,33,23,49,64,45,65,35,54,39,33,44,39.89748,39.773735018774374,-0.12374498122562727,29,20,43,44,33,23,49,64,45,65,35,54,39,33,44,39.89748,39.773735018774374,-0.12374498122562727,0.0
Kyle Korver,48,52,50,41,34,22,55,72,71,86,39,62,40,39,35,50.32228,48.92825092416972,-1.3940290758302822,48,52,50,41,34,22,55,72,71,86,39,62,40,39,35,50.32228,48.92825092416972,-1.3940290758302822,0.0
Kyle Kuzma,58,58,61,70,47,74,77,48,60,45,31,51,38,43,61,51.40008,53.076622573111486,1.6765425731114831,58,58,61,70,47,74,77,48,60,45,31,51,38,43,61,51.40008,53.076622573111486,1.6765425731114831,0.0
Kyle Lowry,25,64,66,70,80,35,70,67,70,79,52,55,80,68,75,59.619479999999996,59.53874361258112,-0.08073638741887379,25,64,66,70,80,35,70,67,70,79,52,55,80,68,75,59.619479999999996,59.53874361258112,-0.08073638741887379,0.0
Kyle O'Quinn,62,81,31,48,27,60,50,55,29,33,60,53,37,49,76,51.09878,49.397939206023544,-1.7008407939764538,62,81,31,48,27,60,50,55,29,33,60,53,37,49,76,51.09878,49.397939206023544,-1.7008407939764538,0.0
Kyle Singler,52,30,43,24,43,35,55,13,68,68,28,38,39,32,32,40.26088,38.9155553854198,-1.3453246145801998,52,30,43,24,43,35,55,13,68,68,28,38,39,32,32,40.26088,38.9155553854198,-1.3453246145801998,0.0
Kyree Walker,38,34,63,63,34,34,32,45,52,56,32,45,48,39,33,43.71268,46.04314985165374,2.3304698516537385,38,34,63,63,34,34,32,45,52,56,32,45,48,39,33,43.71268,46.04314985165374,2.3304698516537385,0.0
Kyrie Irving,33,39,81,77,71,66,95,75,86,64,39,66,91,40,63,59.10938,59.90248668221287,0.7931066822128656,33,39,81,77,71,66,95,75,86,64,39,66,91,40,63,59.10938,59.90248668221287,0.7931066822128656,0.0
LaMarcus Aldridge,65,80,52,40,66,80,82,64,81,33,50,60,63,42,64,58.32788000000001,53.77564831534939,-4.552231684650614,65,80,52,40,66,80,82,64,81,33,50,60,63,42,64,58.32788000000001,53.77564831534939,-4.552231684650614,0.0
LaMelo Ball,44,33,50,47,45,45,52,40,43,33,28,58,65,65,39,45.48698,45.77625050591417,0.2892705059141676,44,33,50,47,45,45,52,40,43,33,28,58,65,65,39,45.48698,45.77625050591417,0.2892705059141676,0.0
Lamine Diane,48,45,57,57,35,55,48,10,53,30,45,29,30,12,50,40.68718,40.845813953233,0.1586339532330001,48,45,57,57,35,55,48,10,53,30,45,29,30,12,50,40.68718,40.845813953233,0.1586339532330001,0.0
Lance Stephenson,43,63,53,48,53,56,73,70,71,37,52,42,48,55,64,50.81518,48.36689336994276,-2.4482866300572397,43,63,53,48,53,56,73,70,71,37,52,42,48,55,64,50.81518,48.36689336994276,-2.4482866300572397,0.0
Lance Thomas,52,62,47,51,46,48,56,55,62,60,26,52,23,24,56,45.54988,45.28052812058424,-0.26935187941575833,52,62,47,51,46,48,56,55,62,60,26,52,23,24,56,45.54988,45.28052812058424,-0.26935187941575833,0.0
Landry Shamet,40,23,63,48,43,44,67,63,48,68,39,47,58,55,34,48.27258,49.92961286112341,1.6570328611234117,40,23,63,48,43,44,67,63,48,68,39,47,58,55,34,48.27258,49.92961286112341,1.6570328611234117,0.0
Langston Galloway,30,28,64,63,38,38,68,57,62,60,33,50,64,41,57,46.19508,48.331074636353925,2.135994636353928,30,28,64,63,38,38,68,57,62,60,33,50,64,41,57,46.19508,48.331074636353925,2.135994636353928,0.0
Larry Nance Jr.,56,73,59,85,42,63,73,58,46,8,45,50,35,35,76,51.14338,51.94375799253034,0.8003779925303363,56,73,59,85,42,63,73,58,46,8,45,50,35,35,76,51.14338,51.94375799253034,0.8003779925303363,0.0
Lauri Markkanen,68,68,51,54,60,65,74,70,62,50,34,56,42,54,62,55.240880000000004,54.67474928016756,-0.5661307198324437,68,68,51,54,60,65,74,70,62,50,34,56,42,54,62,55.240880000000004,54.67474928016756,-0.5661307198324437,0.0
LeBron James,57,86,78,67,80,80,90,52,77,43,33,80,69,85,73,66.72128000000001,66.3833717055639,-0.3379082944361045,57,86,78,67,80,80,90,52,77,43,33,80,69,85,73,66.72128000000001,66.3833717055639,-0.3379082944361045,0.0
LeBron James Jr.,33,28,61,62,32,31,52,53,57,55,40,50,56,57,29,46.18628,47.3151712650759,1.1288912650759002,33,28,61,62,32,31,52,53,57,55,40,50,56,57,29,46.18628,47.3151712650759,1.1288912650759002,0.0
Leandro Bolmaro,42,26,61,47,24,25,43,55,43,60,21,32,52,54,30,40.29468,44.562346073598135,4.267666073598136,42,26,61,47,24,25,43,55,43,60,21,32,52,54,30,40.29468,44.562346073598135,4.267666073598136,0.0
Levi Randolph,44,31,61,42,38,30,39,42,58,58,26,43,38,30,25,41.21578,42.10122832576576,0.8854483257657577,44,31,61,42,38,30,39,42,58,58,26,43,38,30,25,41.21578,42.10122832576576,0.8854483257657577,0.0
London Perrantes,29,18,53,43,38,28,36,65,46,55,24,46,65,68,13,40.81348,42.338121609929246,1.5246416099292475,29,18,53,43,38,28,36,65,46,55,24,46,65,68,13,40.81348,42.338121609929246,1.5246416099292475,0.0
Lonnie Walker,42,28,63,73,45,33,56,47,63,56,39,54,44,29,42,47.45588,48.19266191761203,0.7367819176120278,42,28,63,73,45,33,56,47,63,56,39,54,44,29,42,47.45588,48.19266191761203,0.7367819176120278,0.0
Lonzo Ball,50,26,60,55,51,35,57,0,41,52,59,56,56,59,72,52.57268,52.548360087401626,-0.024319912598372184,50,26,60,55,51,35,57,0,41,52,59,56,56,59,72,52.57268,52.548360087401626,-0.024319912598372184,0.0
Lorenzo Brown,41,24,61,49,38,20,62,68,55,37,35,42,68,66,28,45.384280000000004,46.23164175775478,0.8473617577547756,41,24,61,49,38,20,62,68,55,37,35,42,68,66,28,45.384280000000004,46.23164175775478,0.8473617577547756,0.0
Lou Williams,26,18,70,64,58,60,85,70,78,69,31,64,53,58,38,50.43348,50.82672271054392,0.393242710543916,26,18,70,64,58,60,85,70,78,69,31,64,53,58,38,50.43348,50.82672271054392,0.393242710543916,0.0
Louis King,48,39,53,54,32,42,50,50,42,43,35,31,45,48,58,42.794579999999996,45.34627941740705,2.5516994174070504,48,39,53,54,32,42,50,50,42,43,35,31,45,48,58,42.794579999999996,45.34627941740705,2.5516994174070504,0.0
Luc Mbah a Moute,52,65,50,51,32,50,54,34,51,48,57,47,38,34,57,49.60878,48.339308378990204,-1.2694716210097994,52,65,50,51,32,50,54,34,51,48,57,47,38,34,57,49.60878,48.339308378990204,-1.2694716210097994,0.0
Luguentz Dort,33,59,60,61,32,26,43,42,51,40,50,36,30,30,36,43.31938,43.13771016763335,-0.18166983236665146,33,59,60,61,32,26,43,42,51,40,50,36,30,30,36,43.31938,43.13771016763335,-0.18166983236665146,0.0
Luka Doncic,57,52,60,54,77,90,96,60,93,62,47,79,66,72,90,64.29148,61.312202050272504,-2.9792779497275035,57,52,60,54,77,90,96,60,93,62,47,79,66,72,90,64.29148,61.312202050272504,-2.9792779497275035,0.0
Luka Samanic,59,32,46,54,29,47,49,40,44,45,36,44,43,44,46,44.34868,45.621757504681476,1.2730775046814742,59,32,46,54,29,47,49,40,44,45,36,44,43,44,46,44.34868,45.621757504681476,1.2730775046814742,0.0
Luke Kennard,40,45,53,50,54,54,73,70,75,70,37,58,55,50,63,51.35138,50.48160943334751,-0.8697705666524911,40,45,53,50,54,54,73,70,75,70,37,58,55,50,63,51.35138,50.48160943334751,-0.8697705666524911,0.0
Luke Kornet,67,48,43,45,30,36,47,61,76,70,43,37,28,34,55,47.22948,46.435011386300744,-0.7944686136992587,67,48,43,45,30,36,47,61,76,70,43,37,28,34,55,47.22948,46.435011386300744,-0.7944686136992587,0.0
Lök Wur,52,35,57,54,26,45,42,57,46,52,36,45,34,44,59,45.01038,47.30051508133298,2.290135081332984,52,35,57,54,26,45,42,57,46,52,36,45,34,44,59,45.01038,47.30051508133298,2.290135081332984,0.0
M.J. Walker,44,36,61,51,30,38,62,54,55,52,47,43,55,37,33,46.94908,47.32560531333053,0.3765253133305251,44,36,61,51,30,38,62,54,55,52,47,43,55,37,33,46.94908,47.32560531333053,0.3765253133305251,0.0
Makur Maker,63,56,33,42,30,50,39,39,30,8,49,36,23,22,55,40.15608,38.13719954043708,-2.018880459562922,63,56,33,42,30,50,39,39,30,8,49,36,23,22,55,40.15608,38.13719954043708,-2.018880459562922,0.0
Malachi Richardson,46,24,63,48,33,25,55,40,63,60,20,36,62,43,21,42.07228,44.74402183479368,2.6717418347936785,46,24,63,48,33,25,55,40,63,60,20,36,62,43,21,42.07228,44.74402183479368,2.6717418347936785,0.0
Malcolm Brogdon,46,48,68,60,63,67,88,82,86,59,43,69,64,62,62,59.29088,57.90126919264002,-1.389610807359979,46,48,68,60,63,67,88,82,86,59,43,69,64,62,62,59.29088,57.90126919264002,-1.389610807359979,0.0
Malcolm Cazalon,34,20,57,44,27,28,50,66,50,50,28,34,55,22,21,37.387280000000004,39.04136127369869,1.6540812736986865,34,20,57,44,27,28,50,66,50,50,28,34,55,22,21,37.387280000000004,39.04136127369869,1.6540812736986865,0.0
Malcolm Miller,48,36,50,43,27,32,48,59,64,56,35,44,55,40,31,44.030879999999996,43.99105310806069,-0.03982689193930611,48,36,50,43,27,32,48,59,64,56,35,44,55,40,31,44.030879999999996,43.99105310806069,-0.03982689193930611,0.0
Malik Beasley,43,43,74,80,49,53,68,71,59,77,39,52,45,42,40,53.88678,56.87752108009169,2.990741080091688,43,43,74,80,49,53,68,71,59,77,39,52,45,42,40,53.88678,56.87752108009169,2.990741080091688,0.0
Malik Monk,33,38,69,83,44,31,70,75,68,63,33,48,62,40,32,49.37768,51.8728882222633,2.495208222263301,33,38,69,83,44,31,70,75,68,63,33,48,62,40,32,49.37768,51.8728882222633,2.495208222263301,0.0
MarJon Beauchamp,45,18,53,44,40,33,27,61,61,65,25,25,48,28,30,38.188680000000005,40.121978382430726,1.9332983824307206,45,18,53,44,40,33,27,61,61,65,25,25,48,28,30,38.188680000000005,40.121978382430726,1.9332983824307206,0.0
MarShon Brooks,41,26,62,47,35,26,56,61,59,52,31,47,58,48,42,44.72568,46.011563986658544,1.285883986658547,41,26,62,47,35,26,56,61,59,52,31,47,58,48,42,44.72568,46.011563986658544,1.285883986658547,0.0
Marc Gasol,63,77,41,46,42,52,55,50,48,47,56,55,58,62,62,55.705580000000005,53.81681503610531,-1.888764963894694,63,77,41,46,42,52,55,50,48,47,56,55,58,62,62,55.705580000000005,53.81681503610531,-1.888764963894694,0.0
Marcin Gortat,67,82,38,46,39,66,67,38,63,0,55,57,22,38,80,49.86148,44.829921188351214,-5.031558811648786,67,82,38,46,39,66,67,38,63,0,55,57,22,38,80,49.86148,44.829921188351214,-5.031558811648786,0.0
Marco Belinelli,39,22,62,31,60,30,57,75,88,77,38,57,50,53,46,49.64868,47.29462017760462,-2.354059822395378,39,22,62,31,60,30,57,75,88,77,38,57,50,53,46,49.64868,47.29462017760462,-2.354059822395378,0.0
Marcos Louzada Silva,41,28,48,48,30,36,55,72,45,57,45,50,41,14,27,42.80068,42.07146811584773,-0.7292118841522708,41,28,48,48,30,36,55,72,45,57,45,50,41,14,27,42.80068,42.07146811584773,-0.7292118841522708,0.0
Marcus Bagley,44,49,56,62,30,43,55,59,51,35,47,42,38,36,54,45.60678,45.97785115859591,0.37107115859591033,44,49,56,62,30,43,55,59,51,35,47,42,38,36,54,45.60678,45.97785115859591,0.37107115859591033,0.0
Marcus Derrickson,48,45,47,40,31,28,42,36,46,40,35,35,47,39,57,40.961780000000005,41.611141587320574,0.6493615873205698,48,45,47,40,31,28,42,36,46,40,35,35,47,39,57,40.961780000000005,41.611141587320574,0.6493615873205698,0.0
Marcus Georges-Hunt,44,36,54,48,43,56,57,27,49,61,36,41,31,27,30,42.80748,43.23782896874057,0.4303489687405744,44,36,54,48,43,56,57,27,49,61,36,41,31,27,30,42.80748,43.23782896874057,0.4303489687405744,0.0
Marcus Lee,56,64,41,55,49,62,66,44,51,0,53,32,25,27,80,43.948080000000004,41.244961478838555,-2.70311852116145,56,64,41,55,49,62,66,44,51,0,53,32,25,27,80,43.948080000000004,41.244961478838555,-2.70311852116145,0.0
Marcus Morris,57,60,54,55,59,79,83,69,65,68,40,64,40,42,63,56.14348,55.26391645326356,-0.8795635467364349,57,60,54,55,59,79,83,69,65,68,40,64,40,42,63,56.14348,55.26391645326356,-0.8795635467364349,0.0
Marcus Smart,38,62,64,68,56,30,60,60,58,66,63,48,59,68,38,57.321079999999995,56.67856157684139,-0.6425184231586059,38,62,64,68,56,30,60,60,58,66,63,48,59,68,38,57.321079999999995,56.67856157684139,-0.6425184231586059,0.0
Marial Shayok,44,48,45,56,30,31,50,62,47,50,25,36,36,32,39,39.87348,41.64240732475663,1.768927324756632,44,48,45,56,30,31,50,62,47,50,25,36,36,32,39,39.87348,41.64240732475663,1.768927324756632,0.0
Mario Hezonja,51,26,56,61,38,36,54,62,63,69,45,45,46,40,36,48.54048,49.14862615428656,0.6081461542865583,51,26,56,61,38,36,54,62,63,69,45,45,46,40,36,48.54048,49.14862615428656,0.6081461542865583,0.0
Markelle Fultz,40,36,68,63,43,40,68,52,54,30,46,57,56,53,60,50.18088,50.44754955041377,0.2666695504137664,40,36,68,63,43,40,68,52,54,30,46,57,56,53,60,50.18088,50.44754955041377,0.2666695504137664,0.0
Markieff Morris,52,70,48,44,43,64,70,65,63,59,40,47,33,49,62,50.250280000000004,49.43938573559173,-0.8108942644082759,52,70,48,44,43,64,70,65,63,59,40,47,33,49,62,50.250280000000004,49.43938573559173,-0.8108942644082759,0.0
Marko Guduric,43,40,50,49,42,34,5,65,69,73,35,49,47,35,37,44.94448,44.666674041450335,-0.2778059585496635,43,40,50,49,42,34,5,65,69,73,35,49,47,35,37,44.94448,44.666674041450335,-0.2778059585496635,0.0
Markus Howard,18,23,67,55,40,18,52,65,55,55,30,57,63,46,20,43.33998,44.30014198434064,0.9601619843406439,18,23,67,55,40,18,52,65,55,55,30,57,63,46,20,43.33998,44.30014198434064,0.9601619843406439,0.0
Marques Bolden,65,55,42,44,28,60,60,41,45,0,51,42,20,25,70,43.090180000000004,40.605280445411566,-2.484899554588438,65,55,42,44,28,60,60,41,45,0,51,42,20,25,70,43.090180000000004,40.605280445411566,-2.484899554588438,0.0
Marquese Chriss,60,60,56,82,37,52,62,30,55,35,49,42,20,25,71,48.97968,49.792803945067625,0.8131239450676233,60,60,56,82,37,52,62,30,55,35,49,42,20,25,71,48.97968,49.792803945067625,0.8131239450676233,0.0
